Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
817366,MALARIA_PF_INDIG,COUNTRY,ECU,AMR,Americas,YEAR,2020,,,,,,,,,214,214,,,,2023-05-10T14:52:46Z,2020,2020-01-01,2020-12-31
798712,MALARIA_PF_INDIG,COUNTRY,TKM,EUR,Europe,YEAR,2012,,,,,,,,,0,0,,,,2023-05-10T14:52:43Z,2012,2012-01-01,2012-12-31
807686,MALARIA_PF_INDIG,COUNTRY,THA,SEAR,South-East Asia,YEAR,2016,,,,,,,,,1 774,1774,,,,2023-05-10T14:52:39Z,2016,2016-01-01,2016-12-31
789618,MALARIA_PF_INDIG,COUNTRY,VNM,WPR,Western Pacific,YEAR,2010,,,,,,,,,12 763,12763,,,,2023-05-10T14:52:43Z,2010,2010-01-01,2010-12-31
826661,MALARIA_PF_INDIG,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,83,83,,,,2023-05-10T14:52:45Z,2020,2020-01-01,2020-12-31
807529,MALARIA_PF_INDIG,REGION,AFR,,,YEAR,2015,,,,,,,,,43 386 766,43386766,,,,2023-05-10T14:52:48Z,2015,2015-01-01,2015-12-31
817304,MALARIA_PF_INDIG,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2019,,,,,,,,,9,9,,,,2023-05-10T14:52:47Z,2019,2019-01-01,2019-12-31
826686,MALARIA_PF_INDIG,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,3 921,3921,,,,2023-05-10T14:52:36Z,2021,2021-01-01,2021-12-31
798841,MALARIA_PF_INDIG,COUNTRY,GUF,AMR,Americas,YEAR,2014,,,,,,,,,136,136,,,,2023-05-10T14:52:45Z,2014,2014-01-01,2014-12-31
817301,MALARIA_PF_INDIG,COUNTRY,NER,AFR,Africa,YEAR,2019,,,,,,,,,3 748 155,3748155,,,,2023-05-10T14:52:46Z,2019,2019-01-01,2019-12-31
817237,MALARIA_PF_INDIG,COUNTRY,VUT,WPR,Western Pacific,YEAR,2018,,,,,,,,,42,42,,,,2023-05-10T14:52:42Z,2018,2018-01-01,2018-12-31
789583,MALARIA_PF_INDIG,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2010,,,,,,,,,388 464,388464,,,,2023-05-10T14:52:47Z,2010,2010-01-01,2010-12-31
798728,MALARIA_PF_INDIG,COUNTRY,ARG,AMR,Americas,YEAR,2013,,,,,,,,,0,0,,,,2023-05-10T14:52:40Z,2013,2013-01-01,2013-12-31
826691,MALARIA_PF_INDIG,COUNTRY,BFA,AFR,Africa,YEAR,2021,,,,,,,,,11 791 638,11791638,,,,2023-05-10T14:52:43Z,2021,2021-01-01,2021-12-31
807592,MALARIA_PF_INDIG,COUNTRY,STP,AFR,Africa,YEAR,2015,,,,,,,,,2 055,2055,,,,2023-05-10T14:52:36Z,2015,2015-01-01,2015-12-31
817267,MALARIA_PF_INDIG,COUNTRY,DOM,AMR,Americas,YEAR,2019,,,,,,,,,1 291,1291,,,,2023-05-10T14:52:46Z,2019,2019-01-01,2019-12-31
789590,MALARIA_PF_INDIG,COUNTRY,NIC,AMR,Americas,YEAR,2010,,,,,,,,,154,154,,,,2023-05-10T14:52:40Z,2010,2010-01-01,2010-12-31
